path,sentence
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_011305.wav,Tôi chưa bao giờ làm thơ hay viết nhạc vẽ lại càng không thể
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_010396.wav,Cô quê ở Lý Nhân Hà Nam nhà làm ruộng
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_012088.wav,tôi muốn ở thêm một đêm có được không
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_011064.wav,vui lòng làm cho tôi một cái bền và chặt
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_001518.wav,chúng ta ở đây một ngày
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_008532.wav,tôi luôn ngủ lơ mơ
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_001783.wav,hết rồi
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_002072.wav,tôi muốn đặt chỗ cho vé hạng nhất
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_002920.wav,chúng tôi cần một bàn trong khu vực hút thuốc
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_008377.wav,Nhiều khi cài itunes 9 vào thì sẽ sửa được cái trục trặc vô hình này
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_012885.wav,cô ấy muốn chụp hình
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_005248.wav,Mà cái gì ta thấy vừa mắt thì người khác cũng thấy nó cũng vừa mắt
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_002434.wav,khi nào tàu sẽ đến Manchester
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_006858.wav,và mỗi hãng một phẩy bảy triệu đô la mỹ còn con số của hãng là một phẩy một triệu đô la mỹ
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_001428.wav,ai trong nhóm dodger sẽ biểu diễn tối nay
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_007949.wav,Hải quân Mỹ đặt mua 10 tàu ngầm hạt nhân lớp Virginia
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_001123.wav,Lá trắng nhẹ đẹp hợp với tuổi thanh thiếu nữ nhưng nhanh hỏng
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_004368.wav,Không treo tranh khóc lóc đánh ghen tai nạn
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_002019.wav,Trong lúc chờ đợi họ hát hò vỗ tay đầy phấn khích
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_004079.wav,mặc dù rất nhỏ nhưng đây không phải là những cây non đúng không
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_006586.wav,trung tâm hội nghị ở xa bốn Kilômét
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_003219.wav,các kỹ sư đã thử nghiệm dạng vũ khí đặc biệt này trên không loại vũ khí có thể bắn từ một điểm gắn trên mũi chiếc đĩa bay bảy trăm bốn mươi bảy chuyên dụng và nhằm vào mục tiêu giả định
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_007668.wav,đã tính nộp
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_002851.wav,Thêm một năm nữa các ngôi sao của Chelsea đã già thêm 1 tuổi
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_011017.wav,Vì vậy việc bố trí cây xanh rất đáng lưu ý
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_002067.wav,Vậy là thời gian còn lại trong năm bộ đội được nghỉ ngơi lấy sức
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_007991.wav,Tư thế đứng thẳng hai bàn tay buông thõng hai bên
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_000798.wav,ăn nói sờm sỡ
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_002565.wav,tôi có thể đưa nó lên cho bạn được không
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_008765.wav,Tín dụng khó nguồn phi tín dụng còn mỏng áp lực đảm bảo lợi nhuận càng tăng
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_009302.wav,Những vụ trấn cướp móc túi cũng giảm dần
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_014114.wav,chắc chắn rồi chúng tôi sẽ bán sau bữa ăn tối nên vui lòng đợi nhé
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_003509.wav,Hơn nữa Luyện chưa từng có tiền án tiền sự tại địa phương
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_006604.wav,Căn bệnh biến anh thành người mất hồn rất yếu không làm được gì
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_010292.wav,Siêu vi thường lây nhiều qua đường hô hấp tiếp xúc bên ngoài
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_000301.wav,N honda Civic những cải tiến đáng kể
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_005311.wav,những hàng rào gỗ ảnh hưởng tới cảnh quan
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_009316.wav,trên thực tế anh ấy cũng vậy
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_010701.wav,Mọi người đều biết nhạc sĩ hay sống theo cảm hứng rất bừa bộn
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_003103.wav,tôi sẽ gởi anh một hình
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_010665.wav,Tóm lại người ta có tiền thì người ta xài
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_008278.wav,ti vi giảm âm lượng về bẩy
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_003099.wav,Cảnh sát Nam Phi sẵn sàng bảo vệ an toàn cho World Cup
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_006695.wav,với những khó khăn của bộ ba ông lớn mỹ những nhãn hiệu của họ đang nằm trong tầm ngắm của nhà sản xuất trung quốc
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_000027.wav,tôi muốn thực hiện một cuộc gọi điện thoại quốc tế đi nhật bản cuộc gọi N là đến Tokyo số ba hai chín hai tám hai một một
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_000834.wav,Cũng vì thế việc xây dựng nó cũng rất đa dạng
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_001353.wav,Từ đó tôi bị cấm đoán đi đâu ba tôi cũng áp giải đi bên
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_011049.wav,tôi muốn mua quả ô liu xanh
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_003101.wav,thấy dễ ăn tuấn lại hẹn chị hà ra quán cà phê
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_005019.wav,Peter đẩy vai Hannibal đồng thời nhảy sang hướng ngược lại
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_010926.wav,biến đổi khí hậu thời đấy
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_003662.wav,Điện nước chính tiện nghi sổ hồng chính chủ
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_004473.wav,Vì vậy giờ thì tôi biết sự thật là thế nào
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_011508.wav,nếu điều này trở thành hiện thực các nhà khoa học sẽ hiểu rõ hơn về những tác nhân gây các bệnh ở não người chẳng hạn như đột quỵ và liệt nửa người
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_006379.wav,Do bất đồng quan điểm nhóm này tranh luận rất gay gắt
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_005702.wav,họ sống sót nhờ ăn cá chim sống và uống nước mưa
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_004145.wav,Tôi biết mục tiêu cuối cùng của mình tôi muốn đi đâu
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_011295.wav,tôi đang tìm một món quà cho bà tôi
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_012566.wav,tìm ra thủ phạm tung tin bà già ăn thịt người
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_002831.wav,Tổ công tác nhanh chóng bắt giữ tên Hòa dẫn giải xuống núi
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_007598.wav,nhiều hãng phim đã vào cuộc để đòi quyền lợi của mình
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_000933.wav,Tức giận Mỵ đuổi theo vung dao sát hại người yêu
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_005053.wav,Bố mẹ nàng và anh trai Richard đang ngồi uống trà
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_000930.wav,người có trách nhiệm hiện đang ra ngoài phiền anh đợi một chút nhé
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_011512.wav,Nhưng càng nhiều heo chủ trang trại càng méo mặt
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_005120.wav,đừng lạm gợn sóng quá mạnh ạ
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_002233.wav,đập xà lan bao gồm hộp dây trụ pin và các hộp phao rỗng
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_008561.wav,Công bố Lisa máy tính đầu tiên dùng chuột điều khiển
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_001487.wav,Nhận tháng lương đầu tiên Quốc mang về khoe mà vui phơi phới
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_001592.wav,tôi rất xin lỗi nhưng tôi e rằng tôi đã làm vỡ nó
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_005147.wav,Thậm chí nhiều nơi làm ăn khấm khá vượt chỉ tiêu
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_006474.wav,mặt trái của thế giới
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_007467.wav,làm thế nào để tôi tới được trung tâm rockefeller
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_013439.wav,sử dụng chất liệu kiềm được chế tạo đặc biệt
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_007838.wav,Intel từ chối cung cấp thông tin chi tiết về sản phẩm mới này
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_001594.wav,ngôn ngữ của tôi không có trong danh sách hỗ trợ
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_008639.wav,vui lòng cất đồ quý giá của anh trong phong bì này và N dán lại
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_001084.wav,khó xử lý người nước ngoài phạm pháp
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_001147.wav,được rồi ông có cần bảo hiểm gì cho nó không
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_003223.wav,nhất là trong mùa khô lạnh làn da càng trở nên xám xịt và xỉn màu
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_007854.wav,tôi có thể vinh hạnh khiêu vũ cùng cô không
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_007735.wav,Cảnh sát cho biết ông ta quá say không nhớ đã đỗ xe ở đâu
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_000723.wav,Không tự ái không chịu bỏ cuộc Thành vẫn đến lớp học đều đặn
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_003548.wav,bạn vui lòng chỉ cho tôi cách thắt dây an toàn nhé
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_010598.wav,anh có giấy tờ chứng minh không
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_006825.wav,Thứ năm công khai trả lời trước công luận
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_006869.wav,ti vi giảm tiếng về hai
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_006514.wav,dự kiến phiên xử diễn ra trong hai ngày
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_005710.wav,Em cũng học cô ấy chấp nhận số phận mình
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_002715.wav,anh có thể nhanh chóng đi đến sân bay Heathrow không
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_006062.wav,Hãy tin vào chính mình tin vào y học
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_002816.wav,Tuy nhiên Mong đã bỏ trốn khỏi nơi cư trú
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_003990.wav,Chưa đầy một tuần sau hắn lại gây án
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_011145.wav,anh có thể có hàng hóa theo ưng thuận trong vòng tối đa mười ngày
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_008825.wav,Tín dụng ngoại tệ liên tiếp tăng cao trong khi huy động liên tiếp giảm mạnh
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_000138.wav,N N tôi giật mình nhìn thấy lố nhố những bóng đen đang hì hục sì sụp lặn ngụp N N
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_001906.wav,ngân hàng đông á gây thất vọng
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_005727.wav,hương tràm hát let it go bị chê tơi tả
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_008262.wav,gần đây có một công viên giải trí
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_005297.wav,Cứ thế lời qua tiếng lại Quế quỵ dần
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_007663.wav,Tuy thế sự đời thường không vuông tròn như ta nghĩ
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_000436.wav,nguồn nước ở đây đã bị nhiễm mặn nhiễm phèn và nhiễm khuẩn bởi thói quen thải rác trực tiếp ra sông lượng thuốc trừ sâu dùng trong nông nghiệp và việc xây cầu cảng ở cuối dòng sông cũng là lý do
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_002076.wav,xin lỗi làm ơn cho tôi mượn một máy tính
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_011852.wav,để được hưởng khuyến mại của một mạng di động hai đứa đã gọi phá rối nhiều người kể cả những lãnh đạo xã cũng bị gõ cửa
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_004858.wav,cửa van được điều khiển rộng hẹp tùy theo lúa khô ướt
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_009329.wav,Bên mua nếu đẩy lên khớp vào thì tốt nếu không người bán cũng không hạ giá nhiều
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_011263.wav,Bạn có thể gửi xe tại nhà Anh Vạn chị Mơ để ra thác
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_008988.wav,nhưng vẫn còn một vài phụ nữ rón rén mở cửa định bước ra ngoài hy vọng còn có một cửa hàng cửa hiệu nào đó mở
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_002836.wav,tôi sẽ kết nối anh vào mạng
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_002205.wav,quàng cổ
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_003447.wav,khi bạn vừa mất đi một người mà bạn yêu quý
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_012769.wav,tôi muốn có vé mở
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_010119.wav,Lúc đó tôi còn chưa đi hát em gái ở tuổi mới lớn thích chứng tỏ
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_006964.wav,vài cô còn giữ nguyên vẻ quê mùa với mái tóc dài đen óng
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_008703.wav,bây giờ thì tôi biết rằng tôn giáo chỉ là công cụ để người ta xin xỏ mà không cho lại ông bạn của tôi cái gì
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_007508.wav,khách khứa đều có người hầu rượu riêng
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_004282.wav,cô ấy gặp gỡ thêm một người nào đó
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_003769.wav,ti vi giảm âm lượng về tám
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_009060.wav,kyushu là một hòn đảo lớn phía nam nhật bản
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_007974.wav,Tuy nhiên khối lượng giao dịch rất ít trung bình vài trăm lượng mỗi ngày
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_004727.wav,Có được độc giả riêng của mình đó là phần thưởng đẹp nhất rồi
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_008755.wav,giảm gió
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_011829.wav,làm ơn cho tôi biết vị trí của tôi bây giờ trên bản đồ này
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_013046.wav,kiểm tra hông
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_005343.wav,Sau đó bạn chỉ việc phun sơn đặt ở nơi thoáng gió cho màu khô nhanh
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_011105.wav,tôi xin lỗi bắt ông phải chờ thưa ông
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_001734.wav,Như chính bộ mặt nước Ý vinh quang và bóng tối đi liền nhau
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_000745.wav,tôi đặt một phòng hai giường
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_009328.wav,xin chào vui lòng nối máy cho tôi đến bàn đặt phòng
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_001547.wav,Đức Anh và Sơn đã thách đố nhau hẹn ra cổng trường giải quyết mâu thuẫn
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_005380.wav,thêm một bí quyết để ném thia lia
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_013905.wav,N vui lòng chuẩn bị cái này ở hải quan đằng kia chúc ở lại vui vẻ
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_010409.wav,vỏ đỗ nằm ở thực quản khá lâu đã làm thủng một lỗ rộng trên thực quản lão tảo hiểm họa đuổi mãi mãi vẫn còn
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_003240.wav,séc du lịch có được chấp nhận không
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_007242.wav,để được hưởng khuyến mãi của một mạng di động hai đứa đã gọi phá rối nhiều lần kể cả những lãnh đạo xã cũng bị gõ cửa
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_011830.wav,còn số phòng của anh
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_000934.wav,cho tôi biết tên cô ấy
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_008384.wav,cái này có mùi vị khác biệt
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_010890.wav,đây là lần đầu tiên anh leo núi phú sĩ phải không
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_004285.wav,Hải sâm rửa sạch bỏ nội tạng thái miếng nhỏ
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_003486.wav,thật dễ bóc mẽ những lão chồng già ngoại tình vốn thích của lạ nên các lão rất dễ sa vào ngoại tình song không hề muốn vứt bỏ gia đình mà họ đã đầu tư vào đó khá nhiều tiền của
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_009055.wav,Quan trọng là cảm xúc hai người còn yêu thương nhau không
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_009711.wav,tất cả kinh phí do chính phủ hàn quốc tài trợ
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_000689.wav,Do đó nên chọn loại rèm có màu sắc hoa văn phù hợp với từng phòng
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_001370.wav,xe buýt số năm thường bao lâu sẽ đi qua
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_007592.wav,tắt đèn
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_004206.wav,gửi cái này bằng đường bưu điện thì mất bao nhiêu tiền
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_001549.wav,tôi muốn mua san hô
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_012652.wav,chồng tôi bị đau tim
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_004218.wav,Trong bối cảnh chống lạm phát quyết liệt mức tăng như vậy đã là rất đáng mừng
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_003815.wav,Khách đến vũ trường thường uống rượu mạnh hoặc chơi thuốc
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_010714.wav,bạn có thể gói nó bằng một tờ giấy gói quà không
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_012012.wav,lớp học cũ đã được trang hoàng bằng những chùm bóng bay đủ màu sắc
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_013207.wav,bạn có thứ cùng loại nhưng thiết kế khác không
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_010012.wav,có sẵn phòng nào với quang cảnh đẹp không
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_006852.wav,Ba mẹ hút thuốc trong phòng riêng ngoài sân phòng khách
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_001054.wav,Lớp dừa bên ngoài thơm và giòn rụm tôm bên trong thì ngọt và đậm đà
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_007481.wav,anh có ghét bóng tối không
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_008547.wav,về một phương diện thì đúng như vậy
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_000987.wav,Bố cũng xăm vài chỗ đây đau lắm con ạ
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_006782.wav,Bao đêm thức khuya dậy sớm em chỉ biết khóc một mình
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_001824.wav,Ngay lập tức Trường đâm cha dượng
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_008414.wav,Giọng hát đặc biệt của Tiên Cookie cũng khiến cư dân mạng phát sốt
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_008827.wav,anh cho tôi biết tiệm thuốc tây gần nhất ở đâu được không
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_001937.wav,hy vọng anh sớm khỏe
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_004901.wav,không có khăn tắm
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_005329.wav,Làm ca sỹ và làm vũ công Khánh Thi thấy công việc nào khó hơn
